symbol,closing_price,15day closing_price,trade,value_mn,volume
beximco,306.3,311.5,3067,252.876,811500
beximco,303.2,312.8,3356,294.8019,938600
beximco,309.1,316.8,3595,323.6407,1014400
beximco,284.4,319.7,4660,444.773,1394200
beximco,261.6,311.5,4637,420.0111,1345400
beximco,286.9,310.8,2936,261.3232,838700
beximco,297.4,311.5,2519,210.0915,671700
beximco,302.7,311.9,3117,274.7947,878500
beximco,304.3,309.1,5158,442.74,1427600
beximco,306.8,312.2,3609,326.2443,1040800
beximco,308.7,315.1,3596,363.402,1149500
beximco,316.3,317.7,3912,408.0397,1278600
beximco,271.4,316.3,5393,584.7344,1864700
beximco,292.1,303.9,5621,549.5375,1774000
beximco,306.6,316.8,3391,309.0563,972500
beximco,311.5,318.8,3736,353.8231,1104600
beximco,312.8,317.7,5769,753.7367,2362600
beximco,316.8,318.7,5530,564.8916,1758000
beximco,319.7,321.9,4109,396.638,1227400
beximco,311.5,320.5,5439,528.0563,1646000
beximco,310.8,324.4,6495,704.0371,2148600
beximco,311.5,325.5,8648,1073.8204,3279200
beximco,311.9,320.1,7407,916.7204,2853500
beximco,309.1,322.1,6585,815.9806,2516700
beximco,312.2,324.1,4911,534.9212,1651300
beximco,315.1,320.9,4062,362.8464,1128300
beximco,317.7,322.1,4979,421.5658,1310200
beximco,316.3,320.6,6905,640.5931,1985700
beximco,303.9,325.4,6983,735.5871,2256100
beximco,316.8,328.2,8108,926.7232,2811000
beximco,318.8,334,8388,901.8649,2676800
beximco,317.7,335,9953,1122.1919,3353800
beximco,318.7,333.2,12324,1303.6264,3921400
beximco,321.9,324.7,7787,792.7904,2445100
beximco,320.5,320.4,5100,528.0968,1642700
beximco,324.4,316.5,5705,569.6732,1796000
beximco,325.5,316.6,7264,714.8195,2248100
beximco,320.1,317.5,6183,597.0031,1872700
beximco,322.1,319.9,7465,765.8587,2376500
beximco,324.1,325.7,16579,2004.5128,6062400
beximco,320.9,323.7,10690,1397.8214,4413500
beximco,322.1,317.9,5787,601.0875,1877300
beximco,320.6,320.8,6456,652.7007,2017500
beximco,325.4,324.8,9176,995.3396,3041200
beximco,328.2,324.8,9176,995.3396,3041200
beximco,334,323,11722,1271.1991,3921800
beximco,335,323,11722,1271.1991,3921800
beximco,333.2,313.7,5621,583.3364,1860200
beximco,324.7,313.2,5295,567.6855,1805800
beximco,320.4,313.5,6154,628.6638,2000000
beximco,316.5,313.9,4109,386.4357,1229200
beximco,316.6,314.7,4807,453.5479,1431700
beximco,317.5,316.8,8206,938.9122,2985100
beximco,319.9,309,5284,520.0069,1679700
beximco,325.7,310,6127,661.9221,2126700
beximco,323.7,310.5,7708,757.0868,2422200
beximco,317.9,313.9,4467,413.1092,1312500
beximco,320.8,315.7,4228,432.6683,1369700
beximco,324.8,316.2,3928,417.7502,1317400
beximco,324.8,317,3498,340.5017,1072300
beximco,323,315.4,5561,598.8396,1881400
beximco,323,322.4,8036,762.191,2358600
beximco,313.7,318,6701,689.1863,2155700
beximco,313.2,317.5,6017,577.0163,1821300
beximco,313.5,313.9,6258,657.7002,2088000
beximco,313.9,315.2,6460,606.192,1919000
beximco,314.7,315.9,5262,502.7974,1587200
beximco,316.8,316.6,7043,737.356,2315600
beximco,309,318.7,5836,523.508,1632200
beximco,310,320.3,5648,570.2994,1786500
beximco,310.5,317.8,6334,613.6616,1929300
beximco,313.9,319.3,7404,737.7026,2296500
beximco,315.7,323.2,6287,668.9188,2060700
beximco,316.2,323,6989,826.2798,2537700
beximco,317,323.9,6267,670.8546,2075000
beximco,315.4,322.3,6917,736.2042,2274100
beximco,322.4,325.3,5718,617.8613,1891400
beximco,318,328.9,4502,533.7978,1611800
beximco,317.5,329.9,5624,636.8085,1957500
beximco,313.9,325.8,7450,839.3667,2565800
beximco,315.2,331.1,9459,1075.6101,3252000
beximco,315.9,336.2,8782,948.4947,2821600
beximco,316.6,334.2,8514,944.997,2817300
beximco,318.7,336,14053,1834.6732,5397500
beximco,320.3,337.3,18449,2444.1087,7271800
beximco,317.8,323.5,9250,1106.2801,3457500
beximco,319.3,314.3,5744,933.6249,2970400
beximco,323.2,314,7808,992.0291,3134600
beximco,323,323.4,9581,1254.7425,3884900
beximco,323.9,317.2,10957,1269.3032,4011700
beximco,322.3,311,6366,718.5026,2318100
beximco,325.3,307,5225,549.1708,1780700
beximco,328.9,305.9,4902,681.0011,2224600
beximco,329.9,305.9,4861,479.1681,1558900
beximco,325.8,307.6,3794,488.4917,1586800
beximco,331.1,309.3,3567,446.4921,1439700
beximco,336.2,311.4,7201,791.215,2529200
beximco,334.2,309.7,7137,767.393,2485100
beximco,336,303.9,6911,677.2115,2220800
beximco,337.3,306.2,6048,627.5885,2042500
beximco,323.5,308.4,5359,549.4008,1774200
beximco,314.3,310.7,7706,991.9619,3190100
beximco,314,308,6871,813.4138,2637600
beximco,323.4,308.5,7641,829.4499,2667400
beximco,317.2,310.9,11707,1304.9997,4182400
beximco,311,304.5,6335,726.6258,2391800
beximco,307,299.7,5563,483.0438,1611100
beximco,305.9,296.5,4230,398.697,1337800
beximco,305.9,293.9,5780,478.7471,1616000
beximco,307.6,297.8,9393,814.4122,2722200
beximco,309.3,302.9,6687,746.6807,2446200
beximco,311.4,306.8,7503,653.4054,2122800
beximco,309.7,303.9,5351,651.4097,2139800
beximco,303.9,301.6,7423,877.59,2924400
beximco,306.2,293.6,3868,504.9046,1722200
beximco,308.4,294,5012,581.0669,1952500
beximco,310.7,297.8,4582,621.5495,2095700
beximco,308,294.9,5320,668.2185,2281900
beximco,308.5,289.3,8849,821.1307,2815000
beximco,310.9,297.2,7045,736.8552,2472000
beximco,304.5,300.4,7228,724.7074,2405900
beximco,299.7,302.8,5811,615.4918,2014900
beximco,296.5,307.3,5548,550.0209,1791300
beximco,293.9,298.8,8424,1002.3547,3406500
beximco,297.8,298.8,8160,857.375,2855900
beximco,302.9,301.6,7603,710.4915,2340900
beximco,306.8,306,5567,597.3448,1945500
beximco,303.9,306.4,8037,1114.9695,3644100
beximco,301.6,308,8150,1238.4567,4009600
beximco,293.6,310.9,7920,1322.989,4235100
beximco,294,313.1,8503,1273.926,4117700
beximco,297.8,312,5396,467.6961,1485100
beximco,294.9,318.1,6215,766.5144,2376500
beximco,289.3,325.6,5728,1377.5646,4229700
beximco,297.2,324.6,6176,764.2519,2334600
beximco,300.4,326.9,3799,401.1908,1223300
beximco,302.8,329.6,6135,778.8364,2340000
beximco,307.3,330.6,7688,1389.7761,4282600
beximco,298.8,324.2,4811,571.9711,1763100
beximco,298.8,323,4358,546.0018,1681000
beximco,301.6,324.6,3816,392.9856,1208700
beximco,306,320.8,6851,899.6866,2794800
beximco,306.4,326.2,5781,562.8114,1717400
beximco,308,329.6,5721,602.0482,1812000
beximco,310.9,332.1,7866,950.7373,2849800
beximco,313.1,329.2,8403,865.369,2644000
beximco,312,323.7,6417,584.3856,1790900
beximco,318.1,327.9,7229,694.8325,2109700
beximco,325.6,324.9,10342,1071.4492,3358500
beximco,324.6,317.2,9747,906.2522,2832900
beximco,326.9,322.7,9368,891.2546,2714000
beximco,329.6,326.1,10460,1009.4857,3123700
beximco,330.6,313.1,16701,1610.9489,5198700
beximco,324.2,450.8,12132,1574.4224,3481000
beximco,323,455.1,11056,2518.9974,5395200
beximco,324.6,467.3,7765,1122.6206,2419400
beximco,320.8,444.4,12141,1676.2519,3800200
beximco,326.2,432,10065,1385.99,3200600
beximco,329.6,434.4,6560,944.2919,2166300
beximco,332.1,433.3,8861,1137.4486,2648700
beximco,329.2,437,9696,1210.7108,2790800
beximco,323.7,423.7,8254,1056.8069,2522700
beximco,327.9,413.6,5824,724.2157,1747100
beximco,324.9,412.2,5900,775.7683,1877700
beximco,317.2,413.6,7585,993.2656,2396700
beximco,322.7,415.7,14860,2018.5903,4812300
beximco,326.1,414.7,10670,1465.8259,3528700
beximco,313.1,408.8,5887,765.1851,1868400
beximco,450.8,412.9,6382,835.7508,2029200
beximco,455.1,407,6730,849.6586,2100900
beximco,467.3,405.3,7811,1011.9042,2484600
beximco,444.4,412.6,7496,1092.0909,2663000
beximco,432,409.8,6799,989.4462,2395700
beximco,434.4,413.7,6557,828.5989,2006500
beximco,433.3,407.3,6812,805.2357,1993700
beximco,437,403.2,6589,948.0969,2338200
beximco,423.7,404.9,8878,1176.057,2909600
beximco,413.6,397.5,5335,675.9655,1701100
beximco,412.2,398,10073,1112.3993,2784400
beximco,413.6,395.2,12889,1405.6212,3578900
beximco,415.7,384.6,5318,582.3917,1511500
beximco,414.7,378.8,2215,209.6225,553300
beximco,408.8,376.3,3173,310.9683,824900
beximco,412.9,377.8,2615,264.235,696000
beximco,407,381.6,2803,263.5216,690100
beximco,405.3,380.1,2537,226.1618,593500
beximco,412.6,381,2630,272.2421,713400
beximco,409.8,380.2,3678,326.5037,856000
beximco,413.7,382.6,4135,404.8707,1054400
beximco,407.3,383.1,3950,409.6255,1067000
beximco,403.2,385.2,3766,416.7381,1081500
beximco,404.9,381.2,7028,702.8368,1826800
beximco,397.5,388.4,8544,805.7512,2058700
beximco,398,386.9,6858,832.7296,2153700
beximco,395.2,382.7,4596,514.7187,1337900
beximco,384.6,384.8,5120,507.9053,1326900
beximco,378.8,372.2,7315,747.8651,2037900
beximco,376.3,372.5,6228,595.525,1590000
beximco,377.8,379.6,4558,450.4376,1183000
beximco,381.6,382.4,3884,351.6414,919700
beximco,380.1,379.8,5930,518.0944,1357900
beximco,381,384.2,5770,554.8968,1435100
beximco,380.2,387.8,7737,813.1769,2098400
beximco,382.6,386,5242,521.3987,1358000
beximco,383.1,382.5,4974,506.8168,1323000
beximco,385.2,382.1,6931,727.4186,1887100
beximco,381.2,379.5,7104,710.2572,1889800
beximco,388.4,376.5,7685,734.1922,1933700
beximco,386.9,383.6,9794,970.3433,2536900
beximco,382.7,385.3,11485,1181.7057,3050100
beximco,384.8,391.2,12084,1357.7095,3454800
beximco,372.2,393.6,11247,1278.512,3272600
beximco,372.5,380.6,11436,1346.5909,3532400
beximco,379.6,373.8,12865,1598.1389,4326700
beximco,382.4,368.1,14795,1827.4207,4913900
beximco,379.8,374.5,14341,2210.231,5962600
beximco,384.2,364,11814,1790.0448,4930700
beximco,387.8,361,8446,826.3377,2288400
beximco,386,358.6,11022,1192.2774,3342900
beximco,382.5,345.3,8992,957.0142,2791600
beximco,382.1,334.1,3945,373.6943,1116100
beximco,379.5,334.3,4213,386.9447,1158200
beximco,376.5,329.9,6667,591.6001,1789200
beximco,383.6,332.8,7156,721.5377,2146000
beximco,385.3,340.9,9705,1071.4764,3132900
beximco,391.2,337.5,10924,1160.4811,3501700
beximco,393.6,324,5277,518.6685,1596500
beximco,380.6,325.9,6238,631.1558,1929700
beximco,373.8,325.4,6231,704.5063,2167000
beximco,368.1,323.3,6028,619.5449,1915300
beximco,374.5,318,5259,482.9594,1517700
beximco,364,317.6,7355,660.8357,2075600
beximco,361,318.6,5498,581.3719,1825200
beximco,358.6,319.1,3878,356.5838,1113600
beximco,345.3,320.7,4532,499.8059,1554500
beximco,334.1,317.9,4515,424.5868,1331700
beximco,334.3,320.1,5058,473.5177,1471500
beximco,329.9,320.2,5004,506.4691,1578400
beximco,332.8,317.7,8328,888.3175,2766800
beximco,340.9,322.7,5311,564.4505,1749600
beximco,337.5,322.1,6318,644.8422,1996800
beximco,324,326.2,8360,990.6585,3032500
beximco,325.9,321.8,5811,907.246,2840300
beximco,325.4,316.7,5552,572.3148,1798900
beximco,323.3,315.8,5470,633.5976,2014200
beximco,318,313.6,6306,632.7641,2002200
beximco,317.6,319.9,8100,706.9431,2230100
beximco,318.6,309.3,4982,430.4995,1394400
beximco,319.1,304.8,3563,308.8886,1012300
beximco,320.7,305.5,2965,234.2319,766500
beximco,317.9,307,3579,284.5656,920600
beximco,320.1,308.1,3491,289.9832,944000
beximco,320.2,302.6,4424,409.6908,1359800
beximco,317.7,300,5266,541.4625,1802400
beximco,322.7,301.6,4087,703.7414,2314400
beximco,322.1,305.7,3867,654.4875,2123800
beximco,326.2,308,5258,864.5795,2812800
beximco,321.8,310.1,5514,473.7996,1512300
beximco,316.7,311.2,7498,591.8225,1916200
beximco,315.8,303.4,4037,324.6787,1072900
beximco,313.6,298.3,3185,242.7627,810700
beximco,319.9,296.2,3136,228.7081,768800
beximco,309.3,299.3,3406,264.1805,876900
beximco,304.8,304.6,4099,337.4248,1098200
beximco,305.5,305,3811,280.3745,926000
beximco,307,299,2954,233.1969,776300
beximco,308.1,298.2,3006,238.174,797100
beximco,302.6,297.9,5254,446.9556,1504200
beximco,300,302.3,3015,324.5255,1069700
beximco,301.6,301.6,5856,702.2319,2313000
beximco,305.7,300.4,6522,661.156,2188600
beximco,308,295.8,2754,210.6383,707900
beximco,310.1,297.7,2788,244.0764,816200
beximco,311.2,296.8,3124,255.3382,855500
beximco,303.4,302.5,3321,329.9341,1081200
beximco,298.3,306.8,2887,252.5159,830600
beximco,296.2,295.5,4038,330.8438,1132800
beximco,299.3,294.7,4734,443.6039,1477200
beximco,304.6,307.6,5355,534.6094,1714700
beximco,305,316.7,4479,464.1484,1454200
beximco,299,315.6,3950,350.0596,1115100
beximco,298.2,310.9,4604,381.5249,1216800
beximco,297.9,317.5,4129,379.6366,1192800
beximco,302.3,317.4,6216,590.7983,1846300
beximco,301.6,320.8,5847,514.9691,1599600
beximco,300.4,320,7327,699.2654,2161800
beximco,295.8,328.2,10391,1072.1798,3283300
beximco,297.7,316.7,8373,779.4488,2471000
beximco,296.8,309.8,4049,360.0061,1167400
beximco,302.5,302.3,4860,489.1308,1600200
beximco,306.8,307.7,6558,643.6588,2064700
beximco,295.5,306,6108,676.6952,2203500
beximco,294.7,302.8,4477,379.7485,1251600
beximco,307.6,306.2,7009,690.7032,2226900
beximco,316.7,312.5,6878,619.8543,1968300
beximco,315.6,311,10129,1008.844,3240600
beximco,310.9,299.9,5551,616.2182,2071200
beximco,317.5,299.9,5551,616.2182,2071200
beximco,317.4,297.8,5063,429.4097,1428100
beximco,320.8,300.3,7232,685.8196,2271700
beximco,320,294.1,4554,352.9454,1211100
beximco,328.2,287.2,5194,380.9496,1299000
beximco,316.7,293.8,6256,522.7926,1808200
beximco,309.8,281.2,3001,241.56,857000
beximco,302.3,278.1,2527,177.6002,632500
beximco,307.7,282.5,4934,446.4589,1585700
beximco,306,274.5,2186,159.1735,577300
beximco,302.8,274.9,2144,153.6356,558000
beximco,306.2,274.4,2442,170.9474,619900
beximco,312.5,274.2,2512,170.7261,622100
beximco,311,274.5,2184,144.2212,522300
beximco,299.9,277.8,2420,146.6676,528500
beximco,299.9,275,2104,156.1972,566900
beximco,297.8,275.4,2006,134.4832,484600
beximco,300.3,280.1,2814,203.5458,738200
beximco,294.1,273.8,2092,142.3711,519400
beximco,287.2,274.7,1902,227.0561,826700
beximco,293.8,275.6,1465,110.9326,400500
beximco,281.2,279.4,2508,170.8619,609700
beximco,278.1,275.3,2449,444.7575,1613400
beximco,282.5,277,2684,245.0922,877400
beximco,274.5,284.7,1919,200.548,702600
beximco,274.9,287.4,2319,170.5242,590000
beximco,274.4,285.8,3366,238.628,851000
beximco,274.2,274,3413,334.8134,1212700
beximco,274.5,279.7,1808,127.7701,453700
beximco,277.8,282,2923,339.083,1197700
beximco,275,286,2879,198.0575,688300
beximco,275.4,289.2,2820,217.5158,747700
beximco,280.1,290.1,2661,194.3904,670600
beximco,273.8,287.8,3868,311.1884,1067700
beximco,274.7,297.8,5106,425.5181,1420900
beximco,275.6,303.7,4615,392.3055,1275800
beximco,279.4,310,2977,311.8244,1009800
beximco,275.3,302.8,2957,256.6377,848400
beximco,277,303.3,2559,230.9195,761200
beximco,284.7,305.5,3087,311.2812,1015600
beximco,287.4,308.5,3192,286.7576,931500
beximco,285.8,308.5,6040,488.1736,1571900
beximco,274,307.5,4081,346.4301,1128900
beximco,279.7,306.8,2194,239.9458,779900
beximco,282,307.7,3785,381.797,1226500
beximco,286,311.5,5180,533.8538,1716700
beximco,289.2,304.8,4290,381.9636,1252000
beximco,290.1,305.5,5258,466.7811,1516300
beximco,287.8,309.1,2869,270.917,869900
beximco,297.8,309.2,2972,289.5491,943100
beximco,303.7,298.1,2309,169.3916,573500
beximco,310,296.6,5390,475.7198,1580500
beximco,302.8,307.6,2289,208.5417,676400
beximco,303.3,308.9,2358,247.9022,805100
beximco,305.5,305.7,2897,265.9496,867500
beximco,308.5,308.3,3870,369.6947,1189100
beximco,308.5,310.5,5674,615.6443,1960800
beximco,307.5,309.8,5025,453.557,1471300
beximco,306.8,301.7,3729,348.2523,1154100
beximco,307.7,302.3,5960,575.163,1898900
beximco,311.5,308.2,5637,563.1048,1808500
beximco,304.8,305.9,5322,443.963,1467600
beximco,305.5,294,3604,320.3748,1089700
beximco,309.1,294.3,4243,403.7972,1371200
beximco,309.2,292.7,3594,288.4085,997000
beximco,298.1,281.7,7285,815.8155,2869800
beximco,296.6,294,11385,1279.7167,4233500
beximco,307.6,319,6345,839.1655,2612500
beximco,308.9,315.3,6799,733.4013,2326700
beximco,305.7,304.5,6727,733.3833,2412900
beximco,308.3,293.3,4620,399.9579,1375700
beximco,310.5,285.2,4926,417.3756,1455300
beximco,309.8,289.6,7817,783.762,2690000
beximco,301.7,291.7,7467,744.0437,2561500
beximco,302.3,287.3,5981,822.6822,2904700
beximco,308.2,280.7,6254,481.7276,1714200
beximco,305.9,288.9,8460,659.5872,2229100
beximco,294,291.9,7564,692.0551,2418000
beximco,294.3,285,9886,881.6565,3172400
beximco,292.7,264.1,5457,441.8826,1672400
beximco,281.7,267.8,4809,341.6795,1305600
beximco,294,251.6,4011,258.3204,1036900
beximco,319,243.6,2408,151.1293,617800
beximco,315.3,245,3022,192.8278,788200
beximco,304.5,242.7,3799,243.5064,993800
beximco,293.3,244.5,4072,274.1242,1116300
beximco,285.2,246.5,4598,358.5939,1444500
beximco,289.6,243.9,3498,267.1714,1106200
beximco,291.7,239.4,4181,298.8806,1243300
beximco,287.3,243.1,5054,324.8801,1324600
beximco,280.7,237.8,5119,349.0868,1513400
beximco,288.9,230,6904,446.7,1935600
beximco,291.9,237.6,7252,684.5014,2808900
beximco,285,251.4,8404,926.3737,3760900
beximco,264.1,315,5775,871.0323,2730200
beximco,267.8,313.2,3734,349.7227,1132700
beximco,251.6,296.4,1915,279.9172,949800
beximco,243.6,296.4,4596,571.1645,1913700
beximco,245,301.3,4950,581.5801,1876500
beximco,242.7,308.6,4669,526.4031,1731200
beximco,244.5,292.1,5154,624.0428,2162300
beximco,246.5,280.8,2496,348.5393,1261800
beximco,243.9,273.9,2303,294.7537,1074200
beximco,239.4,274.8,3067,314.7612,1137900
beximco,243.1,277,2847,313.8829,1134000
beximco,237.8,277.4,3990,313.4413,1121600
beximco,230,279.8,3611,439.9172,1575600
beximco,237.6,269.4,2763,280.3365,1040900
beximco,251.4,266.8,3774,349.6378,1296700
beximco,315,277.8,5623,530.7747,1894000
beximco,313.2,260.2,3844,384.3174,1453200
beximco,296.4,264.1,4245,383.4135,1464700
beximco,296.4,254.2,4275,433.4801,1693300
beximco,301.3,260.3,5297,598.4239,2286400
beximco,308.6,257.8,4430,350.4717,1397300
beximco,292.1,238.5,3288,268.9611,1126900
beximco,280.8,239.7,3568,320.3567,1322700
beximco,273.9,247.6,3758,367.2275,1482300
beximco,274.8,244.7,3948,368.6163,1495600
beximco,277,251,3976,345.6408,1363900
beximco,277.4,251.5,3143,282.0725,1124200
beximco,279.8,247.1,3606,321.3543,1330700
beximco,269.4,245.4,3360,303.2976,1216600
beximco,266.8,253.5,4392,392.8207,1571000
beximco,277.8,242.2,3614,326.3478,1336200
beximco,260.2,247.2,4460,361.7849,1477600
beximco,264.1,245.1,4774,389.6257,1611900
beximco,254.2,233.7,4638,346.8662,1509100
beximco,260.3,224.8,5120,374.1006,1638400
beximco,257.8,224.1,6889,463.4835,2113600
beximco,238.5,207.3,2267,138.8983,672000
beximco,239.7,203.8,2083,131.6235,638500
beximco,247.6,205.7,1954,105.8374,529100
beximco,244.7,194.5,2162,162.1167,816900
beximco,251,202.1,2394,150.2092,731900
beximco,251.5,206.9,3292,260.3988,1238200
beximco,247.1,207.3,3419,214.7007,1025800
beximco,245.4,209,4950,323.5607,1480700
beximco,253.5,217.6,5391,356.6601,1643000
beximco,242.2,207,6744,418.9103,2063100
beximco,247.2,192.9,2362,141.2547,733000
beximco,245.1,190.8,1890,101.5347,524100
beximco,233.7,196,3490,200.6212,1008900
beximco,224.8,193.5,3389,208.6963,1104900
beximco,224.1,180.5,2300,120.1355,658700
beximco,207.3,183.1,1671,86.6623,470700
beximco,203.8,185.2,1890,102.2086,544000
beximco,205.7,190,1591,82.5515,435300
beximco,194.5,187.6,1414,69.6968,365400
beximco,202.1,193.6,1542,77.0226,399400
beximco,206.9,190.4,2186,115.3898,602800
beximco,207.3,185.3,1247,74.3892,398600
beximco,209,183.8,1462,90.1888,488900
beximco,217.6,185.3,1862,86.4677,463600
beximco,207,189.3,1649,105.3614,552200
beximco,192.9,195.4,1766,97.6811,505600
beximco,190.8,186.8,2261,135.015,717000
beximco,196,191.8,1793,95.5889,492600
beximco,193.5,195.1,1560,102.4334,519200
beximco,180.5,198.1,1879,113.319,572000
beximco,183.1,194,1307,70.1117,358400
beximco,185.2,196.3,1568,101.7476,511700
beximco,190,199.1,2189,149.0539,748800
beximco,187.6,190,1797,107.9942,553800
beximco,193.6,195.4,2236,160.3479,843000
beximco,190.4,187.1,2061,147.1065,775200
beximco,185.3,192.6,1556,112.3605,573300
beximco,183.8,197.7,1719,121.2551,602700
beximco,185.3,202.2,2002,141.8494,705000
beximco,189.3,194.5,2053,117.9767,603100
beximco,195.4,199.6,2074,112.9693,559100
beximco,186.8,203.1,1512,94.6303,463100
beximco,191.8,206.1,1934,130.6695,624700
beximco,195.1,209.4,1320,94.8844,456100
beximco,198.1,203.9,2373,159.8439,784200
beximco,194,206.1,2373,152.3389,731600
beximco,196.3,211.6,2232,151.2556,705000
beximco,199.1,210.9,1916,121.2814,578900
beximco,190,209.6,1887,137.4501,648800
beximco,195.4,211.6,2583,215.3781,1027800
beximco,187.1,199.4,4047,313.6557,1515500
beximco,192.6,208.5,3294,285.8047,1344600
beximco,197.7,216.5,4572,374.6426,1732300
beximco,202.2,208,3361,235.8541,1142800
beximco,194.5,203.2,4170,326.4042,1571200
beximco,199.6,202.7,4379,337.9616,1728100
beximco,203.1,183.5,1969,141.5089,771000
beximco,206.1,183.2,2609,174.8243,933300
beximco,209.4,190,3049,232.1681,1186300
beximco,203.9,195.6,2334,164.1611,834800
beximco,206.1,190.9,2247,187.8003,991000
beximco,211.6,183.1,1955,123.6638,672500
beximco,210.9,185.4,2485,253.5237,1356600
beximco,209.6,173.4,1515,84.2475,483300
beximco,211.6,171.6,2177,146.043,837600
beximco,199.4,170.4,2126,141.1311,842300
beximco,208.5,164.2,1974,127.7721,772700
beximco,216.5,164.5,2307,143.8694,880800
beximco,208,154.6,2017,112.5927,721200
beximco,203.2,151.4,1406,74.141,496800
beximco,202.7,145.7,2181,109.1486,761200
beximco,183.5,149,1603,87.6206,574500
beximco,183.2,152.5,2329,117.4963,741600
beximco,190,159.9,2628,145.851,921400
beximco,195.6,150.9,2922,139.5837,966000
beximco,190.9,135.6,1767,78.7313,577800
beximco,183.1,128.5,2613,129.8409,1062900
beximco,185.4,115.1,2954,118.3419,940100
beximco,173.4,133.4,2272,108.616,763800
beximco,171.6,153.2,2025,110.884,705200
beximco,170.4,164.1,1527,88.5044,529600
beximco,164.2,175,1466,84.0724,468700
beximco,164.5,173.9,2254,127.0671,798500
beximco,154.6,163.4,2462,159.3446,913500
beximco,151.4,190.9,2430,132.9242,667500
beximco,145.7,202.5,1145,56.6653,275500
beximco,149,208.6,1707,98.0609,465900
beximco,152.5,208,2847,165.1515,790700
beximco,159.9,199.2,1849,114.7236,583600
beximco,150.9,190.9,1894,104.5505,536500
beximco,135.6,197.8,1339,85.9254,438100
beximco,128.5,197.5,2100,129.4754,636900
beximco,115.1,196.9,2217,135.7765,709800
beximco,133.4,185.6,1926,126.3897,660600
beximco,153.2,196.3,1664,101.5104,512000
beximco,164.1,193.4,2633,194.5476,939700
beximco,175,218.2,2437,231.8607,1010800
beximco,173.9,231.5,2476,184.1055,809500
beximco,163.4,220.1,1183,89.3942,405200
beximco,190.9,216,1716,136.4406,610100
beximco,202.5,218.1,3070,254.1576,1149500
beximco,208.6,216,2238,171.3925,779200
beximco,208,209.6,2070,157.2225,740500
beximco,199.2,207.3,2676,201.0299,929200
beximco,190.9,222,2718,237.3756,1088900
beximco,197.8,215,3182,263.4388,1195200
beximco,197.5,236.3,4215,352.5727,1474700
beximco,196.9,250,3456,304.215,1227700
beximco,185.6,242,4310,452.0508,1926900
beximco,196.3,225.3,3831,331.0984,1445900
beximco,193.4,227,3238,312.2333,1348600
beximco,218.2,235.5,2816,251.61,1078500
beximco,231.5,225,2977,262.3681,1178900
beximco,220.1,213.8,3728,349.9854,1562000
beximco,216,234.2,3946,412.3168,1824400
beximco,218.1,215.2,2674,197.6483,925200
beximco,216,201.9,3749,340.04,1658000
beximco,209.6,195.3,2896,219.5615,1163900
beximco,207.3,175.3,1669,114.4791,648700
beximco,222,175.8,2971,232.0524,1301700
beximco,215,164.9,1792,125.848,766500
beximco,236.3,164,2710,189.1816,1134600
beximco,250,167.3,3312,253.1576,1552200
beximco,242,153.6,3409,256.7688,1671600
beximco,225.3,149.9,2994,213.0394,1472500
beximco,227,131.8,2994,215.5099,1597900
beximco,235.5,138.8,3792,269.0558,1874300
beximco,225,140.7,2345,160.1747,1127700
beximco,213.8,138.9,2604,142.6622,1051400
beximco,234.2,135.4,4246,217.831,1657900
beximco,215.2,122.3,3176,150.7945,1234700
beximco,201.9,121.3,5590,273.2818,2339800
beximco,195.3,107.8,1136,46.4606,428400
beximco,175.3,110.9,2062,78.7535,719200
beximco,175.8,108.8,1659,57.2185,523100
beximco,164.9,112.4,1839,94.6267,835400
beximco,164,115,3130,168.0401,1450700
beximco,167.3,114.7,1619,99.6743,873600
beximco,153.6,114,1188,79.3403,692800
beximco,149.9,114.8,1893,106.0673,921300
beximco,131.8,114.2,1881,104.8124,914900
beximco,138.8,110.7,2049,90.238,800500
beximco,140.7,116.4,2279,102.6358,865300
beximco,138.9,122.2,2764,121.2893,1020200
beximco,135.4,115.2,3288,162.4012,1344800
beximco,122.3,127.2,3538,166.1556,1316600
beximco,121.3,121,3497,146.1332,1357700
beximco,107.8,107.1,2403,119.9791,1074500
beximco,110.9,116.4,3027,131.013,1105600
beximco,108.8,126.1,2711,142.0998,1104200
beximco,112.4,131.4,2794,217.2322,1650600
beximco,115,134.3,2035,132.8424,976900
beximco,114.7,138.9,1669,97.8144,694300
beximco,114,139.1,3057,231.9297,1689200
beximco,114.8,143.8,1796,115.1925,800800
beximco,114.2,141.7,1923,122.0726,845200
beximco,110.7,144.8,3166,192.5657,1401900
beximco,116.4,129,1659,100.9796,778000
beximco,122.2,130.8,1974,120.2358,906300
beximco,115.2,129,1875,100.7542,791700
beximco,127.2,118.1,1742,98.6064,813000
beximco,121,127.3,2451,153.712,1157500
beximco,107.1,135.4,2749,220.6452,1711600
beximco,116.4,123.7,3808,196.717,1607300
beximco,126.1,112.9,1985,100.6736,915800
beximco,131.4,103.5,2227,100.0577,1024200
beximco,134.3,99.9,2615,136.3906,1324000
beximco,138.9,107,2074,109.5944,999200
beximco,139.1,113.2,2027,110.4915,954200
beximco,143.8,109.6,1197,52.8884,489400
beximco,141.7,107.8,2158,109.4169,1088900
beximco,144.8,107.8,2158,109.4169,1088900
beximco,129,95.8,1421,56.5231,594100
beximco,130.8,96.4,3046,136.0359,1515600
beximco,129,82.3,1664,60.9929,771300
